传感器串号,时间是否重复,间隔时间,间隔类型,间隔单位,重复就省略,单位,变量类型,制造商,模块,房间编号,房间类型,楼层,面积,体积,家庭编号,时间,数据
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 21:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 20:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 20:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 19:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 19:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 18:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 18:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 17:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 17:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 16:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 16:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 15:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 15:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 14:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 14:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 13:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 13:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 12:30:00,19
