Sensor_PK,ClimateFK,endDateTime,id,startDateTime,MeterFK,manufacturer,model,SpaceFK,PlugFK,RadiatorFK,BuildingFK
744,,2014-12-19T14:00:00Z,Sensor1391,2014-12-19T13:50:00Z,,RWE,Contact sensor,,,,7.0
745,,2015-04-28T13:08:00Z,Sensor1392,2014-07-24T16:07:00Z,,RWE,Contact sensor,,,,7.0
746,,2014-08-21T12:10:00Z,Sensor1393,2014-08-04T17:37:00Z,,RWE,Contact sensor,,,,7.0
747,,2014-07-22T18:43:00Z,Sensor1435,2014-07-21T09:32:00Z,,RWE,Alarm,,,,7.0
748,,2014-07-22T18:43:00Z,Sensor1446,2014-07-21T09:32:00Z,,RWE,Smoke detector,,,,7.0
749,,2015-05-06T23:30:00Z,Sensor1235,2013-11-02T00:00:00Z,16.0,Smart Metering Solutions,Replacement gas meter,,,,
750,,2015-07-08T19:00:00Z,Sensor1266,2013-12-17T17:30:00Z,17.0,CurrentCost,Mains clamp,,,,
751,,2014-07-02T16:30:00Z,Sensor420,2013-12-14T06:00:00Z,,Onset,Hobo U12,168.0,,,
752,,2015-04-30T03:30:00Z,Sensor421,2014-07-02T17:00:00Z,,Onset,Hobo U12,168.0,,,
753,,2015-04-28T13:15:00Z,Sensor1324,2014-07-23T15:20:00Z,,RWE,Interior motion detector,168.0,,,
754,,2014-07-02T16:45:00Z,Sensor418,2013-12-14T06:00:00Z,,Onset,Hobo pendant,169.0,,,
755,,2015-07-13T09:15:00Z,Sensor419,2014-07-02T17:00:00Z,,Onset,Hobo pendant,169.0,,,
756,,2015-04-28T13:26:00Z,Sensor1325,2014-07-23T16:14:00Z,,RWE,Interior motion detector,169.0,,,
757,,2014-07-02T16:30:00Z,Sensor411,2013-12-14T06:00:00Z,,Onset,Hobo U12,171.0,,,
758,,2015-04-30T04:00:00Z,Sensor412,2014-07-02T17:00:00Z,,Onset,Hobo U12,171.0,,,
759,,2014-07-02T16:30:00Z,Sensor422,2013-12-14T06:00:00Z,,Onset,Hobo U12,172.0,,,
760,,2015-04-30T04:00:00Z,Sensor423,2014-07-02T17:00:00Z,,Onset,Hobo U12,172.0,,,
761,,2014-12-23T08:53:00Z,Sensor1326,2014-07-23T15:06:00Z,,RWE,Interior motion detector,172.0,,,
762,,2015-04-28T13:29:00Z,Sensor1327,2014-07-23T14:58:00Z,,RWE,Interior motion detector,174.0,,,
763,,2014-07-02T16:45:00Z,Sensor414,2013-12-14T06:00:00Z,,Onset,Hobo pendant,176.0,,,
764,,2015-07-13T09:15:00Z,Sensor415,2014-07-02T17:00:00Z,,Onset,Hobo pendant,176.0,,,
765,,2014-07-02T16:45:00Z,Sensor416,2013-12-14T06:00:00Z,,Onset,Hobo pendant,177.0,,,
766,,2015-07-13T09:15:00Z,Sensor417,2014-07-02T17:00:00Z,,Onset,Hobo pendant,177.0,,,
767,,2014-07-02T16:45:00Z,Sensor424,2013-12-14T06:00:00Z,,Onset,Hobo pendant,178.0,,,
768,,2015-07-13T09:30:00Z,Sensor425,2014-07-02T17:00:00Z,,Onset,Hobo pendant,178.0,,,
769,,2014-07-03T08:45:00Z,Sensor413,2013-12-14T06:00:00Z,,Onset,Hobo pendant,180.0,,,
770,,,Sensor1519,,,CurrentCost,Individual appliance monitor (IAM),,201.0,,
771,,,Sensor1520,,,CurrentCost,Individual appliance monitor (IAM),,203.0,,
772,,2014-06-02T22:30:01Z,Sensor1223,2013-12-14T06:00:01Z,,Maxim,iButton,,,104.0,
773,,2014-12-16T17:00:01Z,Sensor1224,2014-07-02T19:00:01Z,,Maxim,iButton,,,104.0,
774,,2015-06-05T09:30:01Z,Sensor1225,2014-12-16T17:00:01Z,,Maxim,iButton,,,104.0,
775,,2014-06-02T22:30:01Z,Sensor1211,2013-12-14T06:00:01Z,,Maxim,iButton,,,105.0,
776,,2014-12-16T17:00:01Z,Sensor1212,2014-07-02T19:00:01Z,,Maxim,iButton,,,105.0,
777,,2015-06-05T09:30:01Z,Sensor1213,2014-12-16T17:00:01Z,,Maxim,iButton,,,105.0,
778,,2014-06-02T22:30:01Z,Sensor1202,2013-12-14T06:00:01Z,,Maxim,iButton,,,106.0,
779,,2014-12-16T17:00:01Z,Sensor1203,2014-07-02T19:00:01Z,,Maxim,iButton,,,106.0,
780,,2015-06-05T09:30:01Z,Sensor1204,2014-12-16T17:00:01Z,,Maxim,iButton,,,106.0,
781,,2014-06-02T22:30:01Z,Sensor1190,2013-12-14T06:00:01Z,,Maxim,iButton,,,107.0,
782,,2014-12-16T17:00:01Z,Sensor1191,2014-07-02T19:00:01Z,,Maxim,iButton,,,107.0,
783,,2015-06-05T09:30:01Z,Sensor1192,2014-12-16T17:00:01Z,,Maxim,iButton,,,107.0,
784,,2014-06-02T22:30:01Z,Sensor1214,2013-12-14T06:00:01Z,,Maxim,iButton,,,108.0,
785,,2014-12-16T17:00:01Z,Sensor1215,2014-07-02T19:00:01Z,,Maxim,iButton,,,108.0,
786,,2015-06-05T09:30:01Z,Sensor1216,2014-12-16T17:00:01Z,,Maxim,iButton,,,108.0,
787,,2014-06-02T22:30:01Z,Sensor1217,2013-12-14T06:00:01Z,,Maxim,iButton,,,109.0,
788,,2014-12-16T17:00:01Z,Sensor1218,2014-07-02T19:00:01Z,,Maxim,iButton,,,109.0,
789,,2015-06-05T09:30:01Z,Sensor1219,2014-12-16T17:00:01Z,,Maxim,iButton,,,109.0,
790,,2014-06-02T22:30:01Z,Sensor1220,2013-12-14T06:00:01Z,,Maxim,iButton,,,110.0,
791,,2014-12-16T17:00:01Z,Sensor1221,2014-07-02T19:00:01Z,,Maxim,iButton,,,110.0,
792,,2015-06-05T09:30:01Z,Sensor1222,2014-12-16T17:00:01Z,,Maxim,iButton,,,110.0,
793,,2014-06-02T22:30:01Z,Sensor1208,2013-12-14T06:00:01Z,,Maxim,iButton,,,111.0,
794,,2014-12-16T17:00:01Z,Sensor1209,2014-07-02T19:00:01Z,,Maxim,iButton,,,111.0,
795,,2015-06-05T09:30:01Z,Sensor1210,2014-12-16T17:00:01Z,,Maxim,iButton,,,111.0,
796,,2014-06-02T22:30:01Z,Sensor1226,2013-12-14T06:00:01Z,,Maxim,iButton,,,112.0,
797,,2014-12-20T09:30:01Z,Sensor1227,2014-07-02T19:00:01Z,,Maxim,iButton,,,112.0,
798,,2014-06-02T22:30:01Z,Sensor1196,2013-12-14T06:00:01Z,,Maxim,iButton,,,113.0,
799,,2014-12-16T17:00:01Z,Sensor1197,2014-07-02T19:00:01Z,,Maxim,iButton,,,113.0,
800,,2015-06-05T09:30:01Z,Sensor1198,2014-12-16T17:00:01Z,,Maxim,iButton,,,113.0,
801,,2014-06-02T22:30:01Z,Sensor1199,2013-12-14T06:00:01Z,,Maxim,iButton,,,114.0,
802,,2014-12-16T17:00:01Z,Sensor1200,2014-07-02T19:00:01Z,,Maxim,iButton,,,114.0,
803,,2015-06-05T09:30:01Z,Sensor1201,2014-12-16T17:00:01Z,,Maxim,iButton,,,114.0,
804,,2014-06-02T22:30:01Z,Sensor1205,2013-12-14T06:00:01Z,,Maxim,iButton,,,115.0,
805,,2014-12-16T17:00:01Z,Sensor1206,2014-07-02T19:00:01Z,,Maxim,iButton,,,115.0,
806,,2015-06-05T09:30:01Z,Sensor1207,2014-12-16T17:00:01Z,,Maxim,iButton,,,115.0,
807,,2014-06-02T22:30:01Z,Sensor1193,2013-12-14T06:00:01Z,,Maxim,iButton,,,116.0,
808,,2014-12-16T17:00:01Z,Sensor1194,2014-07-02T19:00:01Z,,Maxim,iButton,,,116.0,
809,,2015-06-05T09:30:01Z,Sensor1195,2014-12-16T17:00:01Z,,Maxim,iButton,,,116.0,
810,,2015-04-28T13:23:00Z,Sensor1282,2014-07-23T16:17:00Z,,RWE,Exterior motion detector,,,,8.0
811,,2015-03-13T13:25:00Z,Sensor1394,2014-07-23T16:20:00Z,,RWE,Contact sensor,,,,8.0
812,,2015-04-28T13:16:00Z,Sensor1395,2014-07-23T16:18:00Z,,RWE,Contact sensor,,,,8.0
813,,2015-04-26T17:04:00Z,Sensor1396,2014-07-23T16:49:00Z,,RWE,Contact sensor,,,,8.0
814,,2015-04-26T17:53:00Z,Sensor1397,2014-07-23T18:02:00Z,,RWE,Contact sensor,,,,8.0
815,,2014-11-08T01:57:00Z,Sensor1436,2014-11-08T01:57:00Z,,RWE,Alarm,,,,8.0
816,,2014-11-08T01:57:00Z,Sensor1447,2014-11-08T01:57:00Z,,RWE,Smoke detector,,,,8.0
817,,2015-05-06T23:30:00Z,Sensor1236,2013-11-07T00:00:00Z,18.0,Smart Metering Solutions,Replacement gas meter,,,,
818,,2015-06-30T11:30:00Z,Sensor1267,2013-11-20T12:00:00Z,19.0,CurrentCost,Mains clamp,,,,
819,,2014-06-11T16:45:00Z,Sensor56,2013-11-20T06:00:00Z,,Onset,Hobo pendant,184.0,,,
820,,2015-08-14T09:15:00Z,Sensor57,2014-06-11T17:00:00Z,,Onset,Hobo pendant,184.0,,,
821,,2014-06-11T16:45:00Z,Sensor64,2013-11-20T06:00:00Z,,Onset,Hobo pendant,185.0,,,
822,,2015-03-24T11:45:00Z,Sensor65,2014-06-11T17:00:00Z,,Onset,Hobo pendant,185.0,,,
823,,2015-08-14T09:45:00Z,Sensor66,2015-03-24T12:00:00Z,,Onset,Hobo U12,185.0,,,
824,,2015-03-22T13:29:00Z,Sensor1331,2014-07-30T14:26:00Z,,RWE,Interior motion detector,185.0,,,
825,,2014-06-11T16:30:00Z,Sensor61,2013-11-20T06:00:00Z,,Onset,Hobo U12,186.0,,,
826,,2015-03-24T11:30:00Z,Sensor62,2014-06-11T17:00:00Z,,Onset,Hobo U12,186.0,,,
827,,2015-08-14T09:30:00Z,Sensor63,2015-03-24T12:00:00Z,,Onset,Hobo U12,186.0,,,
828,,2015-02-14T09:28:00Z,Sensor1330,2014-07-30T14:37:00Z,,RWE,Interior motion detector,186.0,,,
829,,2014-06-11T16:30:00Z,Sensor58,2013-11-20T06:00:00Z,,Onset,Hobo U12,189.0,,,
830,,2015-03-24T11:30:00Z,Sensor59,2014-06-11T17:00:00Z,,Onset,Hobo U12,189.0,,,
831,,2015-08-14T09:30:00Z,Sensor60,2015-03-24T12:00:00Z,,Onset,Hobo U12,189.0,,,
832,,2014-11-23T10:45:00Z,Sensor1329,2014-07-30T15:02:00Z,,RWE,Interior motion detector,189.0,,,
833,,2014-06-11T16:30:00Z,Sensor45,2013-11-20T06:00:00Z,,Onset,Hobo U12,190.0,,,
834,,2015-03-25T09:00:00Z,Sensor46,2014-06-11T17:00:00Z,,Onset,Hobo U12,190.0,,,
835,,2014-06-11T16:45:00Z,Sensor47,2013-11-20T06:00:00Z,,Onset,Hobo pendant,191.0,,,
836,,2015-03-24T10:45:00Z,Sensor48,2014-06-11T17:00:00Z,,Onset,Hobo pendant,191.0,,,
837,,2015-08-14T09:15:00Z,Sensor49,2015-03-24T11:00:00Z,,Onset,Hobo pendant,191.0,,,
838,,2014-06-11T16:45:00Z,Sensor53,2013-11-20T06:00:00Z,,Onset,Hobo pendant,192.0,,,
839,,2015-03-24T10:45:00Z,Sensor54,2014-06-11T17:00:00Z,,Onset,Hobo pendant,192.0,,,
840,,2015-08-14T09:15:00Z,Sensor55,2015-03-24T11:00:00Z,,Onset,Hobo pendant,192.0,,,
841,,2014-06-11T16:45:00Z,Sensor50,2013-11-20T06:00:00Z,,Onset,Hobo pendant,193.0,,,
842,,2015-03-24T10:45:00Z,Sensor51,2014-06-11T17:00:00Z,,Onset,Hobo pendant,193.0,,,
843,,2015-08-14T09:15:00Z,Sensor52,2015-03-24T11:00:00Z,,Onset,Hobo pendant,193.0,,,
844,,2015-04-21T12:41:00Z,Sensor1283,2014-07-30T14:48:00Z,,RWE,Exterior motion detector,194.0,,,
845,,2014-11-11T07:26:00Z,Sensor1328,2014-07-30T17:02:00Z,,RWE,Interior motion detector,202.0,,,
846,,,Sensor1521,,,CurrentCost,Individual appliance monitor (IAM),,210.0,,
847,,,Sensor1522,,,CurrentCost,Individual appliance monitor (IAM),,216.0,,
848,,,Sensor1523,,,CurrentCost,Individual appliance monitor (IAM),,218.0,,
849,,,Sensor1524,,,CurrentCost,Individual appliance monitor (IAM),,219.0,,
850,,,Sensor1525,,,CurrentCost,Individual appliance monitor (IAM),,220.0,,
851,,,Sensor1526,,,CurrentCost,Individual appliance monitor (IAM),,224.0,,
852,,,Sensor1528,,,CurrentCost,Individual appliance monitor (IAM),,225.0,,
853,,,Sensor1527,,,CurrentCost,Individual appliance monitor (IAM),,226.0,,
854,,2014-05-09T22:30:01Z,Sensor469,2013-11-20T06:00:01Z,,Maxim,iButton,,,118.0,
855,,2014-11-25T10:00:01Z,Sensor470,2014-06-11T18:00:01Z,,Maxim,iButton,,,118.0,
856,,2015-05-15T02:30:01Z,Sensor471,2014-11-25T10:00:01Z,,Maxim,iButton,,,118.0,
857,,2014-05-09T22:30:01Z,Sensor472,2013-11-20T06:00:01Z,,Maxim,iButton,,,119.0,
858,,2014-11-25T10:00:01Z,Sensor473,2014-06-11T18:00:01Z,,Maxim,iButton,,,119.0,
859,,2015-05-15T02:30:01Z,Sensor474,2014-11-25T10:00:01Z,,Maxim,iButton,,,119.0,
860,,2014-05-09T22:30:01Z,Sensor484,2013-11-20T06:00:01Z,,Maxim,iButton,,,120.0,
861,,2014-11-25T10:00:01Z,Sensor485,2014-06-11T18:00:01Z,,Maxim,iButton,,,120.0,
862,,2015-05-15T02:30:01Z,Sensor486,2014-11-25T10:00:01Z,,Maxim,iButton,,,120.0,
863,,2014-05-09T22:30:01Z,Sensor487,2013-11-20T06:00:01Z,,Maxim,iButton,,,121.0,
864,,2014-11-25T10:00:01Z,Sensor488,2014-06-11T18:00:01Z,,Maxim,iButton,,,121.0,
865,,2015-05-15T02:30:01Z,Sensor489,2014-11-25T10:00:01Z,,Maxim,iButton,,,121.0,
866,,2014-05-09T22:30:01Z,Sensor478,2013-11-20T06:00:01Z,,Maxim,iButton,,,122.0,
867,,2014-11-25T10:00:01Z,Sensor479,2014-06-11T18:00:01Z,,Maxim,iButton,,,122.0,
868,,2015-05-15T02:30:01Z,Sensor480,2014-11-25T10:00:01Z,,Maxim,iButton,,,122.0,
869,,2014-05-09T22:30:01Z,Sensor481,2013-11-20T06:00:01Z,,Maxim,iButton,,,123.0,
870,,2014-11-25T10:00:01Z,Sensor482,2014-06-11T18:00:01Z,,Maxim,iButton,,,123.0,
871,,2015-05-15T02:30:01Z,Sensor483,2014-11-25T10:00:01Z,,Maxim,iButton,,,123.0,
872,,2014-05-09T22:30:01Z,Sensor475,2013-11-20T06:00:01Z,,Maxim,iButton,,,124.0,
873,,2014-11-25T10:00:01Z,Sensor476,2014-06-11T18:00:01Z,,Maxim,iButton,,,124.0,
874,,2015-05-15T02:30:01Z,Sensor477,2014-11-25T10:00:01Z,,Maxim,iButton,,,124.0,
875,,2014-05-09T22:30:01Z,Sensor457,2013-11-20T06:00:01Z,,Maxim,iButton,,,125.0,
876,,2014-11-25T10:00:01Z,Sensor458,2014-06-11T18:00:01Z,,Maxim,iButton,,,125.0,
877,,2015-05-15T02:30:01Z,Sensor459,2014-11-25T10:00:01Z,,Maxim,iButton,,,125.0,
878,,2014-05-09T22:30:01Z,Sensor460,2013-11-20T06:00:01Z,,Maxim,iButton,,,126.0,
879,,2014-11-25T10:00:01Z,Sensor461,2014-06-11T18:00:01Z,,Maxim,iButton,,,126.0,
880,,2015-05-15T02:30:01Z,Sensor462,2014-11-25T10:00:01Z,,Maxim,iButton,,,126.0,
881,,2014-05-09T22:30:01Z,Sensor466,2013-11-20T06:00:01Z,,Maxim,iButton,,,127.0,
882,,2014-11-25T10:00:01Z,Sensor467,2014-06-11T18:00:01Z,,Maxim,iButton,,,127.0,
883,,2015-05-15T02:30:01Z,Sensor468,2014-11-25T10:00:01Z,,Maxim,iButton,,,127.0,
884,,2014-05-09T22:30:01Z,Sensor463,2013-11-20T06:00:01Z,,Maxim,iButton,,,128.0,
885,,2014-11-25T10:00:01Z,Sensor464,2014-06-11T18:00:01Z,,Maxim,iButton,,,128.0,
886,,2015-05-15T02:30:01Z,Sensor465,2014-11-25T10:00:01Z,,Maxim,iButton,,,128.0,
887,,2015-01-28T12:14:00Z,Sensor1398,2014-07-30T15:01:00Z,,RWE,Contact sensor,,,,9.0
888,,2015-04-28T10:29:00Z,Sensor1399,2014-07-30T17:42:00Z,,RWE,Contact sensor,,,,9.0
889,,2014-10-12T20:12:00Z,Sensor1400,2014-07-31T21:51:00Z,,RWE,Contact sensor,,,,9.0
890,,2014-09-01T08:15:00Z,Sensor1401,2014-07-30T16:08:00Z,,RWE,Contact sensor,,,,9.0
891,,2015-04-28T12:04:00Z,Sensor1402,2014-07-30T15:01:00Z,,RWE,Contact sensor,,,,9.0
892,,2015-05-06T23:30:00Z,Sensor1237,2014-01-20T00:00:00Z,20.0,Smart Metering Solutions,Replacement gas meter,,,,
893,,2015-06-30T15:30:00Z,Sensor1268,2014-06-03T12:00:00Z,21.0,CurrentCost,Mains clamp,,,,
894,,2014-09-04T20:45:00Z,Sensor75,2013-12-05T06:00:00Z,,Onset,Hobo pendant,203.0,,,
895,,2015-07-09T16:00:00Z,Sensor76,2014-09-04T21:00:00Z,,Onset,Hobo pendant,203.0,,,
896,,2015-04-28T13:24:00Z,Sensor1332,2014-10-30T16:55:00Z,,RWE,Interior motion detector,203.0,,,
897,,2014-09-04T09:30:00Z,Sensor79,2013-12-05T06:00:00Z,,Onset,Hobo U12,205.0,,,
898,,2015-07-02T18:30:00Z,Sensor80,2014-09-04T10:00:00Z,,Onset,Hobo U12,205.0,,,
899,,2015-04-28T13:27:00Z,Sensor1333,2014-10-30T16:33:00Z,,RWE,Interior motion detector,205.0,,,
900,,2014-09-04T20:45:00Z,Sensor85,2013-12-05T06:00:00Z,,Onset,Hobo pendant,206.0,,,
901,,2015-07-09T16:00:00Z,Sensor86,2014-09-04T21:00:00Z,,Onset,Hobo pendant,206.0,,,
902,,2014-09-04T20:45:00Z,Sensor77,2013-12-05T06:00:00Z,,Onset,Hobo pendant,209.0,,,
903,,2015-07-09T16:00:00Z,Sensor78,2014-09-04T21:00:00Z,,Onset,Hobo pendant,209.0,,,
904,,2014-09-04T09:30:00Z,Sensor81,2013-12-05T06:00:00Z,,Onset,Hobo U12,210.0,,,
905,,2015-07-02T21:00:00Z,Sensor82,2014-09-04T10:00:00Z,,Onset,Hobo U12,210.0,,,
906,,2015-04-28T13:24:00Z,Sensor1334,2014-10-30T16:33:00Z,,RWE,Interior motion detector,210.0,,,
907,,2014-09-04T20:45:00Z,Sensor71,2013-12-05T06:00:00Z,,Onset,Hobo pendant,212.0,,,
908,,2015-07-09T15:45:00Z,Sensor72,2014-09-04T21:00:00Z,,Onset,Hobo pendant,212.0,,,
909,,2014-09-04T09:30:00Z,Sensor67,2013-12-05T06:00:00Z,,Onset,Hobo U12,213.0,,,
910,,2015-07-02T20:30:00Z,Sensor68,2014-09-04T10:00:00Z,,Onset,Hobo U12,213.0,,,
911,,2014-02-08T09:15:00Z,Sensor73,2013-12-05T06:00:00Z,,Onset,Hobo pendant,214.0,,,
912,,2015-07-09T15:45:00Z,Sensor74,2014-09-04T21:00:00Z,,Onset,Hobo pendant,214.0,,,
913,,2014-09-04T20:45:00Z,Sensor83,2013-12-05T06:00:00Z,,Onset,Hobo pendant,216.0,,,
914,,2015-07-09T15:45:00Z,Sensor84,2014-09-04T21:00:00Z,,Onset,Hobo pendant,216.0,,,
915,,2014-09-04T09:30:00Z,Sensor69,2013-12-05T06:00:00Z,,Onset,Hobo U12,217.0,,,
916,,2015-07-02T20:30:00Z,Sensor70,2014-09-04T10:00:00Z,,Onset,Hobo U12,217.0,,,
917,,2014-05-20T15:00:00Z,Sensor513,2013-12-05T06:00:00Z,,Maxim,iButton,,,129.0,
918,,2014-10-30T15:00:01Z,Sensor514,2014-05-20T16:00:01Z,,Maxim,iButton,,,129.0,
919,,2015-03-05T16:00:01Z,Sensor515,2014-10-30T15:00:01Z,,Maxim,iButton,,,129.0,
920,,2015-08-23T08:30:01Z,Sensor516,2015-03-05T16:00:01Z,,Maxim,iButton,,,129.0,
921,,2014-05-20T15:00:00Z,Sensor517,2013-12-05T06:00:00Z,,Maxim,iButton,,,130.0,
922,,2014-10-30T15:00:01Z,Sensor518,2014-05-20T16:00:01Z,,Maxim,iButton,,,130.0,
923,,2015-03-05T16:00:01Z,Sensor519,2014-10-30T15:00:01Z,,Maxim,iButton,,,130.0,
924,,2015-08-23T08:30:01Z,Sensor520,2015-03-05T16:00:01Z,,Maxim,iButton,,,130.0,
925,,2014-05-20T15:00:00Z,Sensor525,2013-12-05T06:00:00Z,,Maxim,iButton,,,131.0,
926,,2014-10-30T15:00:01Z,Sensor526,2014-05-20T16:00:01Z,,Maxim,iButton,,,131.0,
927,,2015-03-05T16:00:01Z,Sensor527,2014-10-30T15:00:01Z,,Maxim,iButton,,,131.0,
928,,2015-08-23T08:30:01Z,Sensor528,2015-03-05T16:00:01Z,,Maxim,iButton,,,131.0,
929,,2014-05-20T15:00:00Z,Sensor540,2013-12-05T06:00:00Z,,Maxim,iButton,,,132.0,
930,,2014-10-30T15:00:01Z,Sensor541,2014-05-20T16:00:01Z,,Maxim,iButton,,,132.0,
931,,2015-03-05T16:00:01Z,Sensor542,2014-10-30T15:00:01Z,,Maxim,iButton,,,132.0,
932,,2015-08-23T08:30:01Z,Sensor543,2015-03-05T16:00:01Z,,Maxim,iButton,,,132.0,
933,,2014-05-20T15:00:00Z,Sensor521,2013-12-05T06:00:00Z,,Maxim,iButton,,,133.0,
934,,2014-10-30T15:00:01Z,Sensor522,2014-05-20T16:00:01Z,,Maxim,iButton,,,133.0,
935,,2015-03-05T16:00:01Z,Sensor523,2014-10-30T15:00:01Z,,Maxim,iButton,,,133.0,
936,,2015-08-23T08:30:01Z,Sensor524,2015-03-05T16:00:01Z,,Maxim,iButton,,,133.0,
937,,2014-05-20T15:00:00Z,Sensor529,2013-12-05T06:00:00Z,,Maxim,iButton,,,134.0,
938,,2014-10-30T15:00:01Z,Sensor530,2014-05-20T16:00:01Z,,Maxim,iButton,,,134.0,
939,,2015-03-05T16:00:01Z,Sensor531,2014-10-30T15:00:01Z,,Maxim,iButton,,,134.0,
940,,2015-08-23T08:30:01Z,Sensor532,2015-03-05T16:00:01Z,,Maxim,iButton,,,134.0,
941,,2014-05-20T15:00:00Z,Sensor533,2013-12-05T06:00:00Z,,Maxim,iButton,,,135.0,
942,,2014-10-30T15:00:01Z,Sensor534,2014-05-20T16:00:01Z,,Maxim,iButton,,,135.0,
943,,2015-03-10T10:00:01Z,Sensor535,2014-10-30T15:00:01Z,,Maxim,iButton,,,135.0,
944,,2014-05-20T15:00:00Z,Sensor502,2013-12-05T06:00:00Z,,Maxim,iButton,,,136.0,
945,,2014-10-30T15:00:01Z,Sensor503,2014-05-20T16:00:01Z,,Maxim,iButton,,,136.0,
946,,2015-03-05T16:00:01Z,Sensor504,2014-10-30T15:00:01Z,,Maxim,iButton,,,136.0,
947,,2015-08-23T08:30:01Z,Sensor505,2015-03-05T16:00:01Z,,Maxim,iButton,,,136.0,
948,,2014-05-20T15:00:00Z,Sensor506,2013-12-05T06:00:00Z,,Maxim,iButton,,,137.0,
949,,2014-10-30T15:00:01Z,Sensor507,2014-05-20T16:00:01Z,,Maxim,iButton,,,137.0,
950,,2015-03-10T10:00:01Z,Sensor508,2014-10-30T15:00:01Z,,Maxim,iButton,,,137.0,
951,,2014-05-20T15:00:00Z,Sensor490,2013-12-05T06:00:00Z,,Maxim,iButton,,,138.0,
952,,2014-10-30T15:00:01Z,Sensor491,2014-05-20T16:00:01Z,,Maxim,iButton,,,138.0,
953,,2015-03-05T16:00:01Z,Sensor492,2014-10-30T15:00:01Z,,Maxim,iButton,,,138.0,
954,,2015-08-23T08:30:01Z,Sensor493,2015-03-05T16:00:01Z,,Maxim,iButton,,,138.0,
955,,2014-05-20T15:00:00Z,Sensor509,2013-12-05T06:00:00Z,,Maxim,iButton,,,139.0,
956,,2014-10-30T15:00:01Z,Sensor510,2014-05-20T16:00:01Z,,Maxim,iButton,,,139.0,
957,,2015-03-05T16:00:01Z,Sensor511,2014-10-30T15:00:01Z,,Maxim,iButton,,,139.0,
958,,2015-08-23T08:30:01Z,Sensor512,2015-03-05T16:00:01Z,,Maxim,iButton,,,139.0,
959,,2014-05-20T15:00:00Z,Sensor536,2013-12-05T06:00:00Z,,Maxim,iButton,,,140.0,
960,,2014-10-30T15:00:01Z,Sensor537,2014-05-20T16:00:01Z,,Maxim,iButton,,,140.0,
961,,2015-03-05T16:00:01Z,Sensor538,2014-10-30T15:00:01Z,,Maxim,iButton,,,140.0,
962,,2015-08-23T08:30:01Z,Sensor539,2015-03-05T16:00:01Z,,Maxim,iButton,,,140.0,
963,,2014-05-20T15:00:00Z,Sensor494,2013-12-05T06:00:00Z,,Maxim,iButton,,,141.0,
964,,2014-10-30T15:00:01Z,Sensor495,2014-05-20T16:00:01Z,,Maxim,iButton,,,141.0,
965,,2015-03-05T16:00:01Z,Sensor496,2014-10-30T15:00:01Z,,Maxim,iButton,,,141.0,
966,,2015-08-23T08:30:01Z,Sensor497,2015-03-05T16:00:01Z,,Maxim,iButton,,,141.0,
967,,2014-05-20T15:00:00Z,Sensor498,2013-12-05T06:00:00Z,,Maxim,iButton,,,142.0,
968,,2014-10-30T15:00:01Z,Sensor499,2014-05-20T16:00:01Z,,Maxim,iButton,,,142.0,
969,,2015-03-05T16:00:01Z,Sensor500,2014-10-30T15:00:01Z,,Maxim,iButton,,,142.0,
970,,2015-08-23T08:30:01Z,Sensor501,2015-03-05T16:00:01Z,,Maxim,iButton,,,142.0,
971,,2015-05-05T23:30:00Z,Sensor1238,2014-03-14T00:00:00Z,22.0,Smart Metering Solutions,Replacement gas meter,,,,
972,,2015-07-08T02:30:00Z,Sensor1269,2014-03-07T11:00:00Z,23.0,CurrentCost,Mains clamp,,,,
973,,2014-09-24T10:45:00Z,Sensor94,2013-12-19T06:00:00Z,,Onset,Hobo pendant,220.0,,,
974,,2015-08-06T15:15:00Z,Sensor95,2014-09-24T11:00:00Z,,Onset,Hobo pendant,220.0,,,
975,,2015-04-28T13:08:00Z,Sensor1338,2014-09-24T12:19:00Z,,RWE,Interior motion detector,220.0,,,
976,,2014-07-03T10:30:00Z,Sensor97,2013-12-19T06:00:00Z,,Onset,Hobo U12,221.0,,,
977,,2015-04-30T22:30:00Z,Sensor98,2014-07-03T11:00:00Z,,Onset,Hobo U12,221.0,,,
978,,2015-04-28T13:33:00Z,Sensor1335,2014-09-24T12:32:00Z,,RWE,Interior motion detector,221.0,,,
979,,2014-09-24T10:30:00Z,Sensor99,2013-12-19T06:00:00Z,,Onset,Hobo U12,224.0,,,
980,,2015-08-06T15:00:00Z,Sensor100,2014-09-24T11:00:00Z,,Onset,Hobo U12,224.0,,,
981,,2015-04-28T13:34:00Z,Sensor1336,2014-09-24T12:21:00Z,,RWE,Interior motion detector,224.0,,,
982,,2015-04-28T13:31:00Z,Sensor1337,2014-09-24T12:19:00Z,,RWE,Interior motion detector,225.0,,,
983,,2014-09-24T10:45:00Z,Sensor90,2013-12-19T06:00:00Z,,Onset,Hobo pendant,227.0,,,
984,,2015-08-06T15:30:00Z,Sensor91,2014-09-24T11:00:00Z,,Onset,Hobo pendant,227.0,,,
985,,2014-09-24T10:45:00Z,Sensor92,2013-12-19T06:00:00Z,,Onset,Hobo pendant,228.0,,,
986,,2015-08-06T15:15:00Z,Sensor93,2014-09-24T11:00:00Z,,Onset,Hobo pendant,228.0,,,
987,,2014-09-24T10:45:00Z,Sensor88,2013-12-19T06:00:00Z,,Onset,Hobo pendant,231.0,,,
